,index,day,nP,nV,comm rate,discount,n trav,n drivers,fare,commision,revenue,income,mean wait rh,mean wait rp,mean travel rp,mean income,mean expected wait rh,mean expected wait rp,mean expected travel rp,mean expected income,mean prob rh,mean prob rs,n exp,learned rh,learned rp,learned,learned drivers,conv rp,conv rh,conv supply,shareability,n actually sharing,n shared rides,unserved,comm,shared,out,rh,rp,share out,share rh,share rp,share drivers,$c$,$p$,best_one
260,260,196.5,300,10,0.9,0.39999999999999997,108.5,6.5,510.4138666666666,5.2310999999999614,480.6459,369.46173333333337,236.5598927704191,238.11635520196543,456.88527390788903,59.49071053571429,236.22744444444447,227.2849444444445,446.8692777777778,53.00211842274437,0.12785677245095464,0.22301886577602695,299.0,280.0,289.1666666666667,290.0,1.0,0.0010600831180908666,0.00023746495371586808,0.013332550303832966,0.013152721451054167,58.833333333333336,29.166666666666668,2.1666666666666665,0.9,0.39999999999999997,191.5,36.166666666666664,72.33333333333333,0.6383333333333333,0.12055555555555554,0.24111111111111108,0.65,0.9,0.4,False
261,261,196.5,900,10,1.0999999999999999,0.3,222.16666666666666,10.0,1129.8842333333332,-47.39980000000014,1148.6680333333336,911.6959500000002,271.74856087684174,259.53945961883045,424.04753169984934,92.89089833333334,456.06743518518516,578.3339413580246,605.5417037037037,92.49323724930821,0.09544075276859561,0.1449052486513864,812.3333333333334,632.5,574.0,857.8333333333334,0.0,0.001539158622874709,0.00046451299855889094,0.00019616898298020316,0.04720132323080157,107.0,53.333333333333336,1.3333333333333333,1.0999999999999999,0.3,677.8333333333334,88.16666666666667,134.0,0.7531481481481482,0.09796296296296297,0.14888888888888888,1.0,1.1,0.3,False
262,262,196.5,700,60,0.7000000000000001,0.09999999999999999,297.6666666666667,20.0,1788.2839333333332,754.0343999999999,1060.1296999999997,685.5522,132.4263717536085,134.77005500573614,365.9870086355836,34.21900888205361,178.2318611111111,190.66039682539682,370.44968253968256,33.53620981301204,0.15485024821250726,0.27042094966827857,698.0,662.5,665.1666666666666,671.8333333333334,45.0,0.0006753992525759834,0.0003812038095184419,0.00319646781758785,0.0036592183799284994,4.666666666666667,2.3333333333333335,0.0,0.7000000000000001,0.09999999999999999,402.3333333333333,107.66666666666667,190.0,0.5747619047619047,0.1538095238095238,0.2714285714285714,0.3333333333333333,0.7,0.1,False
263,263,196.5,700,60,1.0999999999999999,0.09999999999999999,387.3333333333333,35.0,2317.3101,191.62009999999984,2123.3160666666668,1705.3094,77.9164635846488,81.42744552403961,363.45618625017687,48.89045194573444,89.13479365079365,89.39916666666669,354.5717142857143,46.42676642741528,0.19333799093930693,0.3515449326312501,700.0,696.0,699.0,697.0,17.0,3.165333948973333e-05,5.9840329834600004e-05,0.006745795488363033,0.0033423803192164834,4.666666666666667,2.3333333333333335,0.0,1.0999999999999999,0.09999999999999999,312.6666666666667,136.33333333333334,251.0,0.4466666666666667,0.19476190476190477,0.3585714285714286,0.5833333333333334,1.1,0.1,False
264,264,196.5,700,60,0.3,0.39999999999999997,118.66666666666667,3.6666666666666665,566.4978666666666,279.49926666666664,141.0192,42.67919999999999,422.34346505025934,400.4433142991434,457.3639199290333,10.570410185185182,486.8191111111111,445.9112103174603,505.80227380952374,14.111617323111957,0.05838808018246392,0.11205417332632732,664.5,368.6666666666667,419.0,598.5,60.0,0.008490148922039817,0.00142249277107945,0.0,0.01767021153683593,66.16666666666667,33.0,43.0,0.3,0.39999999999999997,581.3333333333334,38.833333333333336,79.83333333333333,0.8304761904761905,0.05547619047619048,0.11404761904761904,0.06111111111111111,0.3,0.4,False
265,265,196.5,900,50,0.7000000000000001,0.19999999999999998,427.3333333333333,23.833333333333332,2387.5520666666666,902.6642333333334,1440.1148999999998,1018.3715666666664,135.07693448122805,144.82468408720464,401.61595571280503,43.211124701727414,140.02180864197533,138.84161111111112,389.0146666666667,40.55695102794402,0.16742371623802277,0.30125575868534304,900.0,886.0,898.0,890.0,22.0,1.3398979804991808e-05,5.344428151196633e-05,0.008680496621421467,0.06894505124830362,151.33333333333334,75.66666666666667,0.0,0.7000000000000001,0.19999999999999998,472.6666666666667,157.33333333333334,270.0,0.5251851851851852,0.1748148148148148,0.3,0.4766666666666666,0.7,0.2,False
266,266,196.5,300,20,0.9,0.0,48.666666666666664,3.6666666666666665,305.29566666666665,87.24869999999997,203.53830000000002,138.4049666666667,298.42218565747976,,,40.49451555555556,237.5413611111111,0.0,363.34,27.636800538428247,0.15895123650397455,0.0,289.1666666666667,282.8333333333333,0.0,261.0,20.0,,inf,0.0,0.0,0.0,0.0,1.6666666666666667,0.9,0.0,251.33333333333334,48.666666666666664,0.0,0.8377777777777778,0.1622222222222222,0.0,0.18333333333333332,0.9,0.0,False
267,267,196.5,900,30,0.7000000000000001,0.049999999999999996,285.1666666666667,15.0,1762.3845166666667,729.44585,947.2843333333334,591.2526666666666,226.60537014072062,231.1499033970324,361.8694193764189,42.73019355742297,298.7486975308642,265.4384104938271,371.85414814814817,40.796609089973686,0.10586916211266852,0.21096420324978302,899.0,753.1666666666666,833.6666666666666,831.5,14.0,0.0003436903449093795,0.000752354541215249,0.010534187686183685,0.0,0.0,0.0,13.333333333333334,0.7000000000000001,0.049999999999999996,614.8333333333334,98.16666666666667,187.0,0.6831481481481482,0.10907407407407407,0.20777777777777778,0.5,0.7,0.05,True
268,268,192.5,300,20,0.3,0.39999999999999997,28.833333333333332,0.5,136.64793333333333,27.184733333333327,13.9398,1.1002166666666664,427.515873015873,461.2134920634921,443.7531746031746,2.200433333333333,583.4253611111111,584.9576666666666,556.5912222222222,5.911024355127702,0.040987775543030805,0.05932971673317606,251.33333333333334,112.0,123.83333333333333,270.0,20.0,0.012888605322922598,0.00353582151484475,0.0,-0.0014524956847644013,6.666666666666667,3.3333333333333335,20.166666666666668,0.3,0.39999999999999997,271.1666666666667,11.166666666666666,17.666666666666668,0.903888888888889,0.03722222222222222,0.05888888888888889,0.025,0.3,0.4,False
269,269,196.5,900,40,0.9,0.09999999999999999,433.3333333333333,28.5,2593.629733333333,645.8533666666666,1966.7193,1460.2351333333336,106.98393816481253,109.76350870920378,363.21214559979916,50.92304464998404,132.64898148148148,130.96911111111112,360.5812777777778,50.68107624449045,0.1715428011976188,0.31566515097392567,900.0,884.5,890.0,887.5,1.0,8.105526113293526e-05,0.0001251447100377028,0.003397878121500617,0.005105140260721117,8.333333333333334,4.166666666666667,0.0,0.9,0.09999999999999999,466.6666666666667,150.66666666666666,282.6666666666667,0.5185185185185185,0.1674074074074074,0.3140740740740741,0.7125,0.9,0.1,False
270,270,116.5,500,50,0.7000000000000001,0.09999999999999999,179.83333333333334,12.333333333333334,1073.6511333333335,433.6049666666666,608.5898,383.91188333333326,188.96085144363835,192.20053534716394,362.92547363409903,33.21630376144688,259.5417777777778,250.06266666666667,371.1626444444444,30.757308054556887,0.12400890862170866,0.2272278927064053,493.0,404.5,441.0,449.1666666666667,45.5,0.002453527739963933,0.0016751212140176002,0.0027766426810935502,0.0029418024729364165,2.6666666666666665,1.3333333333333333,2.0,0.7000000000000001,0.09999999999999999,320.1666666666667,63.333333333333336,116.5,0.6403333333333334,0.12666666666666668,0.233,0.24666666666666667,0.7,0.1,False
271,271,155.5,100,50,0.5,0.19999999999999998,29.0,4.833333333333333,170.73793333333333,96.01526666666666,79.31933333333333,37.46516666666667,214.64622044622044,196.70026395173454,396.18159250879836,9.39415376984127,271.39633333333336,256.00100000000003,361.7296666666667,15.516310988251997,0.10574676135371645,0.2053455889092356,100.0,83.83333333333333,97.0,89.83333333333333,50.0,0.0008874785361726666,0.0024207817435602666,0.0,0.007324380992655716,2.3333333333333335,1.1666666666666667,0.16666666666666666,0.5,0.19999999999999998,71.0,11.166666666666666,17.833333333333332,0.71,0.11166666666666666,0.17833333333333332,0.09666666666666666,0.5,0.2,False
272,272,196.5,900,40,1.0999999999999999,0.09999999999999999,455.6666666666667,33.166666666666664,2674.8425666666667,235.95436666666646,2435.8847333333338,1937.4976500000002,96.58314719110119,98.60492523304613,357.80019171826285,58.97515598056228,107.84848148148149,112.86385185185186,343.05635185185184,59.270615927149635,0.184205542558195,0.32355777725835483,900.0,897.6666666666666,899.0,897.6666666666666,1.0,1.7585355608562035e-05,3.296444767065981e-05,0.0094603932256876,0.005156981522725467,8.333333333333334,4.166666666666667,0.0,1.0999999999999999,0.09999999999999999,444.3333333333333,172.5,283.1666666666667,0.4937037037037037,0.19166666666666668,0.31462962962962965,0.8291666666666666,1.1,0.1,False
273,273,196.5,100,10,0.7000000000000001,0.049999999999999996,17.5,1.8333333333333333,107.99459999999999,40.115833333333335,51.59373333333334,29.239149999999995,306.7722222222222,298.6020622895623,356.6954966329966,20.544658333333334,444.16,386.6618333333334,395.7478888888889,20.59606391970012,0.060125133012071945,0.1434854399337366,97.0,61.833333333333336,76.0,79.83333333333333,10.0,0.005091383225245424,0.0016874374726627195,0.0,0.0,0.0,0.0,2.6666666666666665,0.7000000000000001,0.049999999999999996,82.5,5.833333333333333,11.666666666666666,0.825,0.05833333333333333,0.11666666666666665,0.18333333333333332,0.7,0.05,True
274,274,196.5,900,20,0.9,0.3,360.3333333333333,18.666666666666668,1846.1347333333335,252.19646666666654,1614.2259000000001,1258.7250666666666,176.3001472187096,176.67453779832397,438.4995919051969,67.31361880231624,213.17539814814816,220.4260925925926,445.3846481481482,67.10463217164938,0.13986063112865801,0.2544311876765299,897.0,846.0,856.8333333333334,875.0,0.0,0.0003628960134603047,0.00017340097813808037,0.00314941072402695,0.06365412574730771,207.33333333333334,103.33333333333333,0.0,0.9,0.3,539.6666666666666,128.0,232.33333333333334,0.5996296296296296,0.14222222222222222,0.2581481481481482,0.9333333333333333,0.9,0.3,False
275,275,22.5,900,10,0.3,0.09999999999999999,19.666666666666668,1.0,118.69923333333332,39.38713333333333,12.789000000000001,0.09858333333333184,344.8618055555556,341.6475274725275,336.6296703296703,-0.0788000000000017,874.709901234568,947.5226604938272,845.9914753086418,10.378056409639644,0.009385749003670498,0.011598636479341251,31.5,9.0,12.0,882.0,8.166666666666666,0.07036974730279798,0.05622769788196652,0.0,0.0,0.0,0.0,8.333333333333334,0.3,0.09999999999999999,880.3333333333334,9.666666666666666,10.0,0.9781481481481482,0.01074074074074074,0.011111111111111112,0.1,0.3,0.1,False
276,276,118.5,100,40,0.9,0.39999999999999997,37.5,4.833333333333333,173.03813333333335,9.161133333333328,146.71439999999998,105.86148333333334,239.312908496732,240.9548256056809,392.67266447368416,32.55103492063491,255.81650000000002,248.64433333333332,392.1611666666667,19.314086840704434,0.12036262376147037,0.20970420062195316,100.0,85.5,89.16666666666667,90.0,39.0,0.0016652386837028002,0.0021722048927791332,0.0009264539362938,-0.013933770113078997,11.333333333333334,5.666666666666667,2.5,0.9,0.39999999999999997,62.5,14.333333333333334,23.166666666666668,0.625,0.14333333333333334,0.2316666666666667,0.12083333333333332,0.9,0.4,False
277,277,196.5,700,50,0.9,0.049999999999999996,329.3333333333333,26.333333333333332,2020.07295,555.5594333333332,1465.0923000000003,1077.4768833333333,101.39317958542097,103.93690017360048,357.2222634841801,42.183677803640244,127.0774365079365,127.04416666666668,353.4694285714286,41.521218532204685,0.17390926101223161,0.31655007577247873,700.0,687.3333333333334,695.0,691.3333333333334,21.0,6.659775833068507e-05,0.00017436530646771988,0.010661410101045822,0.0,0.0,0.0,0.0,0.9,0.049999999999999996,370.6666666666667,120.5,208.83333333333334,0.5295238095238095,0.17214285714285715,0.29833333333333334,0.5266666666666666,0.9,0.05,False
278,278,196.5,500,50,1.0999999999999999,0.19999999999999998,268.1666666666667,25.0,1480.5191333333332,51.264266666666565,1428.1806,1172.87935,96.43207037725456,94.23650683581648,381.45780707379237,47.61481225274725,94.70503333333335,102.19259999999998,376.3127666666667,44.15897625732299,0.19273667585242285,0.3326269958164738,500.0,499.0,500.0,499.0,20.0,4.3570109837452345e-06,1.7854411808783335e-05,0.00787061042072335,0.05015087886253247,77.0,38.5,0.0,1.0999999999999999,0.19999999999999998,231.83333333333334,99.83333333333333,168.33333333333334,0.46366666666666667,0.19966666666666666,0.33666666666666667,0.5,1.1,0.2,False
279,279,68.5,700,10,0.5,0.3,47.0,1.8333333333333333,244.94469999999998,80.52193333333332,74.42866666666667,32.026583333333335,407.5314713064713,458.7038451012589,364.42368028948493,20.53463888888889,712.3127777777778,762.5712142857143,691.2473333333334,25.45602547253506,0.027635797640452365,0.041976108823030295,358.1666666666667,106.83333333333333,93.0,640.3333333333334,9.0,0.03600373795692268,0.012383548251059267,0.0,0.008649230306234467,7.333333333333333,3.6666666666666665,12.0,0.5,0.3,653.0,19.333333333333332,27.666666666666668,0.9328571428571428,0.027619047619047616,0.039523809523809524,0.18333333333333332,0.5,0.3,False
280,280,196.5,500,50,0.3,0.049999999999999996,78.33333333333333,4.0,476.08189999999996,243.10754999999997,76.8936,6.040266666666658,310.0608229352347,352.2416738962791,343.0329853301345,1.359541666666664,522.1410722222222,491.7246944444444,461.28094444444446,13.241468547746726,0.04941490410859465,0.09933564855075981,459.5,240.0,293.6666666666667,445.0,50.0,0.0051558248539150175,0.007702494070811468,0.0,0.0,0.0,0.0,19.833333333333332,0.3,0.049999999999999996,421.6666666666667,27.333333333333332,51.0,0.8433333333333334,0.05466666666666666,0.102,0.08,0.3,0.05,False
281,281,196.5,500,50,0.9,0.09999999999999999,244.0,21.0,1474.6449666666665,361.37149999999997,1114.8857999999998,823.7024666666667,121.83050099245008,114.05362471564236,371.72180316615237,40.4922368487149,114.61256666666668,112.04736666666666,355.6248666666667,37.621256906221156,0.1782474895652708,0.3305713963311023,500.0,494.0,499.0,493.0,26.0,6.311367762781212e-05,0.00013642146036385992,0.00834469825612245,0.00043568131830531667,2.0,1.0,0.0,0.9,0.09999999999999999,256.0,86.66666666666667,157.33333333333334,0.512,0.17333333333333334,0.3146666666666667,0.42,0.9,0.1,False
282,282,196.5,900,50,0.5,0.19999999999999998,244.0,12.333333333333334,1362.5878,721.3915333333334,571.907,304.27866666666665,222.8365937444532,242.58759516095748,396.8136680353641,25.667707158582157,334.25037345679016,324.76146604938276,410.8048395061728,26.328186883829506,0.09557053981688861,0.17475654183091394,882.5,706.1666666666666,752.1666666666666,807.0,49.0,0.00215455765291825,0.0013088544425883947,0.0006184471174957667,0.056144819298852365,73.0,36.5,5.666666666666667,0.5,0.19999999999999998,656.0,88.16666666666667,155.83333333333334,0.7288888888888889,0.09796296296296297,0.17314814814814816,0.24666666666666667,0.5,0.2,False
283,283,196.5,500,50,0.9,0.19999999999999998,243.83333333333334,19.166666666666668,1355.6218666666666,275.8539,1079.1501,825.1717666666667,122.79518251201848,129.06246466216297,396.03251269751485,45.19213010145313,122.5513888888889,118.76323333333336,378.8006333333333,38.93903945133268,0.1788043654321082,0.3200024542203243,500.0,491.0,498.0,495.0,32.0,0.00012401471309302724,7.374773847328104e-05,0.008907251959255876,0.05079024631845458,71.33333333333333,35.666666666666664,0.0,0.9,0.19999999999999998,256.1666666666667,83.66666666666667,160.16666666666666,0.5123333333333334,0.16733333333333333,0.3203333333333333,0.38333333333333336,0.9,0.2,False
284,284,196.5,900,50,0.7000000000000001,0.39999999999999997,420.1666666666667,27.666666666666668,1999.7688666666666,529.627,1476.7554666666665,1124.4150499999998,107.59172956412696,108.74871945260128,450.9807316844214,40.79658860192422,132.66785185185185,139.4598703703704,439.1804444444445,41.765892650152885,0.17320107244410443,0.2992160253882602,900.0,889.0,894.0,888.0,16.0,2.1736698342843798e-05,6.521599813001781e-05,0.009664500952709766,0.0612269846418993,259.5,129.33333333333334,0.0,0.7000000000000001,0.39999999999999997,479.8333333333333,154.5,265.6666666666667,0.5331481481481481,0.17166666666666666,0.2951851851851852,0.5533333333333333,0.7,0.4,False
285,285,196.5,300,20,0.5,0.39999999999999997,51.166666666666664,3.0,238.75786666666667,92.32300000000002,110.271,59.74349999999998,372.7328849391349,367.98066970196004,444.34879137201716,25.303848214285708,458.03666666666663,458.8808888888889,490.1191111111111,22.921379810536717,0.06511554274271698,0.11256276962775341,287.0,172.83333333333334,172.5,262.1666666666667,20.0,0.009669372068089616,0.0038689309910261665,0.0,-0.03216017830298069,21.333333333333332,10.666666666666666,6.666666666666667,0.5,0.39999999999999997,248.83333333333334,18.5,32.666666666666664,0.8294444444444444,0.06166666666666667,0.10888888888888888,0.15,0.5,0.4,False
286,286,196.5,900,50,0.3,0.049999999999999996,96.0,2.8333333333333335,604.3339166666666,297.6006833333333,94.9123,4.8727166666666575,428.5131102693603,412.42314258145444,356.8340750622874,2.637030277777774,604.2046327160493,572.8404938271606,547.3508888888889,12.409559894834613,0.03814571378990073,0.07237685639356585,738.5,346.6666666666667,387.1666666666667,802.0,50.0,0.013791594069849982,0.0034711483606575167,0.0,0.0,0.0,0.0,35.833333333333336,0.3,0.049999999999999996,804.0,33.333333333333336,62.666666666666664,0.8933333333333333,0.03703703703703704,0.06962962962962962,0.05666666666666667,0.3,0.05,False
287,287,171.5,700,30,0.3,0.09999999999999999,72.5,1.6666666666666667,433.3788666666667,195.30186666666665,63.88129999999999,0.9304666666666611,434.442383392751,470.6960093893561,354.76576940085005,1.0085027777777749,610.0037460317461,571.6234484126985,532.6524841269841,12.125628532890493,0.03264048194284958,0.06555198888381464,583.0,219.33333333333334,279.1666666666667,628.8333333333334,30.0,0.014719684407393267,0.003817963123573675,0.0,0.0,0.0,0.0,33.833333333333336,0.3,0.09999999999999999,627.5,24.333333333333332,48.166666666666664,0.8964285714285715,0.03476190476190476,0.0688095238095238,0.05555555555555556,0.3,0.1,False
288,288,196.5,900,10,0.5,0.0,33.166666666666664,1.3333333333333333,205.12333333333333,83.77133333333333,52.738,20.552583333333335,428.8698214285714,,,15.833266666666669,717.5181111111111,0.0,356.89222222222224,20.698013442781303,0.0334706524154439,0.0,364.8333333333333,274.3333333333333,0.0,892.0,10.0,,inf,0.0,0.0,0.0,0.0,12.666666666666666,0.5,0.0,866.8333333333334,33.166666666666664,0.0,0.9631481481481482,0.03685185185185185,0.0,0.13333333333333333,0.5,0.0,False
289,289,20.5,900,50,0.09999999999999999,0.39999999999999997,39.833333333333336,2.1666666666666665,196.53059999999996,136.33479999999997,14.528266666666667,-24.505483333333334,342.6499222999223,363.39242591773547,375.5169093075827,-13.651331944444445,732.8144660493826,775.5551358024692,776.5654753086419,10.7998733455341,0.02221569723535567,0.0241487928010454,125.33333333333333,31.666666666666668,28.666666666666668,847.0,40.333333333333336,0.03688365349868742,0.02393830433890305,0.0004691955106348,0.007853259212537917,10.166666666666666,5.0,8.166666666666666,0.09999999999999999,0.39999999999999997,860.1666666666666,19.5,20.333333333333332,0.9557407407407407,0.021666666666666667,0.02259259259259259,0.04333333333333333,0.1,0.4,False
290,290,196.5,500,40,0.5,0.09999999999999999,113.66666666666667,5.833333333333333,676.5212999999999,385.1397666666667,277.9968333333333,120.73558333333331,312.5770166524234,319.23763563866396,365.83387513094755,20.243376587301587,411.98898888888897,364.2491166666667,403.9442833333333,21.259044165384974,0.06913592564041939,0.16024891810595585,487.1666666666667,328.3333333333333,386.5,439.0,40.0,0.0027952218659183167,0.0023659079081129832,0.0,-3.80083618396e-05,0.6666666666666666,0.3333333333333333,4.333333333333333,0.5,0.09999999999999999,386.3333333333333,34.333333333333336,79.33333333333333,0.7726666666666666,0.06866666666666667,0.15866666666666665,0.14583333333333331,0.5,0.1,False
291,291,196.5,500,60,0.09999999999999999,0.049999999999999996,57.333333333333336,2.0,355.7264666666667,222.49593333333328,19.474466666666668,-38.22886666666667,426.4399572649573,414.93112336488684,354.49295070918726,-19.91381666666667,581.3302333333335,549.91355,514.8030777777777,9.884556944615978,0.04174229532024176,0.07507145234616829,428.6666666666667,196.0,221.5,425.6666666666667,60.0,0.014078708904758602,0.0027294376343494665,0.0,0.0,0.0,0.0,17.166666666666668,0.09999999999999999,0.049999999999999996,442.6666666666667,19.666666666666668,37.666666666666664,0.8853333333333334,0.03933333333333334,0.07533333333333334,0.03333333333333333,0.1,0.05,False
292,292,31.5,300,10,0.3,0.3,11.666666666666666,0.5,59.44633333333332,24.469666666666665,10.0352,-0.7239666666666675,359.4444444444445,483.2833333333333,390.06666666666666,-1.3001666666666682,755.145,752.0354166666666,715.9923518518517,13.479291852967256,0.0164320222303815,0.0208244818597552,52.5,14.666666666666666,6.666666666666667,295.0,8.333333333333334,0.038724759328233514,0.02269054663186885,0.0,-0.008260164359416467,0.6666666666666666,0.3333333333333333,6.333333333333333,0.3,0.3,288.3333333333333,5.333333333333333,6.333333333333333,0.961111111111111,0.017777777777777778,0.021111111111111112,0.05,0.3,0.3,False
293,293,196.5,900,10,0.7000000000000001,0.049999999999999996,123.83333333333333,5.833333333333333,758.7283666666666,311.2870833333333,400.23526666666663,233.22443333333334,319.04080194130256,327.5715925802135,357.3496658120737,40.44188819444444,616.0798302469136,672.0870925925926,586.0327592592593,39.788095779203154,0.05304968822546601,0.08439047083251312,740.3333333333334,429.0,463.3333333333333,835.8333333333334,5.0,0.003150521983273967,0.0018279117068122164,0.007411916455588834,0.0,0.0,0.0,9.833333333333334,0.7000000000000001,0.049999999999999996,776.1666666666666,47.666666666666664,76.16666666666667,0.8624074074074074,0.05296296296296296,0.08462962962962964,0.5833333333333333,0.7,0.05,True
294,294,196.5,500,50,0.5,0.19999999999999998,126.0,4.833333333333333,697.823,334.887,266.9846666666666,131.36508333333333,352.6836435693817,371.38948413083443,386.9087436019315,26.93999226190476,417.72235,403.51371666666665,480.04328333333325,21.273330315857642,0.08772758360600126,0.1579700483694321,473.1666666666667,311.6666666666667,347.0,430.6666666666667,50.0,0.005175222899843349,0.0017125313057006,0.0,0.024384879858408204,26.333333333333332,13.166666666666666,20.833333333333332,0.5,0.19999999999999998,374.0,44.666666666666664,81.33333333333333,0.748,0.08933333333333333,0.16266666666666665,0.09666666666666666,0.5,0.2,False
295,295,196.5,900,10,0.9,0.0,105.66666666666667,7.0,662.8673333333332,198.75496666666663,457.3947,316.5117833333333,229.24227658133603,,,46.72578210978836,412.08859567901237,0.0,354.69777777777784,46.120350249502785,0.11876131415606465,0.0,721.5,709.6666666666666,0.0,842.0,1.0,,inf,0.015195157672182881,0.0,0.0,0.0,3.5,0.9,0.0,794.3333333333334,105.66666666666667,0.0,0.8825925925925926,0.11740740740740742,0.0,0.7,0.9,0.0,False
296,296,196.5,700,60,0.7000000000000001,0.049999999999999996,286.3333333333333,18.833333333333332,1752.8687166666666,763.7744333333334,981.6741666666666,616.4108333333332,147.3831531093539,144.42840159921494,355.6599187463534,33.773508564489056,222.96382936507936,214.39819047619048,380.60514285714277,32.37988301491249,0.14546352221905948,0.2600279560876082,700.0,628.8333333333334,650.1666666666666,654.1666666666666,48.0,0.00012817506288846913,0.00014173706221502996,0.0027112184000154336,0.0,0.0,0.0,0.0,0.7000000000000001,0.049999999999999996,413.6666666666667,106.83333333333333,179.5,0.590952380952381,0.1526190476190476,0.25642857142857145,0.3138888888888889,0.7,0.05,True
297,297,196.5,100,60,0.5,0.0,18.166666666666668,3.3333333333333335,112.87266666666669,65.11399999999999,41.314,18.876499999999997,211.90924808728013,,,6.708947222222222,180.295,0.0,340.51,11.801606786033247,0.20339283779390918,0.0,100.0,100.0,0.0,72.0,60.0,,,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,81.83333333333333,18.166666666666668,0.0,0.8183333333333332,0.18166666666666667,0.0,0.05555555555555556,0.5,0.0,False
298,298,196.5,900,10,0.9,0.39999999999999997,211.16666666666666,10.0,995.8298,47.14149999999995,959.5088999999999,731.0755666666668,246.52293771043773,245.3721348355466,453.58764887355863,71.84858166666666,465.19060802469136,561.5147160493827,610.3679320987654,72.23476172281077,0.08946963804229496,0.14133903523766186,818.0,637.6666666666666,579.5,843.0,0.0,0.0019323135204505498,0.0003719683724320658,0.0019918844672703667,0.010291013755964933,115.83333333333333,57.666666666666664,0.6666666666666666,0.9,0.39999999999999997,688.8333333333334,84.0,127.16666666666667,0.7653703703703704,0.09333333333333334,0.1412962962962963,1.0,0.9,0.4,False
299,299,196.5,100,30,0.3,0.049999999999999996,22.0,1.3333333333333333,133.08936666666668,68.76403333333333,21.742700000000003,0.2951999999999968,300.9,319.3392857142857,347.3003663003663,-0.7572666666666688,462.30841666666674,400.5526666666667,405.59799999999996,12.637308603205653,0.06069904549995831,0.13287638569133337,100.0,45.333333333333336,67.0,72.16666666666667,30.0,0.017805568118919198,0.00500768908477335,0.0,0.0,0.0,0.0,7.5,0.3,0.049999999999999996,78.0,8.833333333333334,13.166666666666666,0.78,0.08833333333333333,0.13166666666666665,0.04444444444444444,0.3,0.05,False
300,300,196.5,300,20,0.7000000000000001,0.0,32.833333333333336,4.5,199.27366666666663,89.57386666666667,105.01679999999999,64.08388333333333,202.33970344806426,,,16.587845119047618,431.223175925926,0.0,341.93666666666667,18.719370206991314,0.09991144942389239,0.0,206.0,195.0,0.0,288.0,20.0,,inf,0.0,0.0,0.0,0.0,0.6666666666666666,0.7000000000000001,0.0,267.1666666666667,32.833333333333336,0.0,0.8905555555555557,0.10944444444444446,0.0,0.225,0.7,0.0,False
301,301,196.5,100,30,0.09999999999999999,0.049999999999999996,17.666666666666668,1.5,115.40339999999999,56.00781666666666,5.026466666666667,-8.2652,167.20000000000002,219.3238095238095,398.7547619047619,-6.195808333333333,549.9348333333334,463.57650000000007,487.1433333333334,15.097083432562679,0.05232943221666415,0.11961798224062566,96.0,44.0,58.0,81.0,30.0,0.027146491143805795,0.0029240148790681438,0.0,0.0,0.0,0.0,8.0,0.09999999999999999,0.049999999999999996,82.33333333333333,4.333333333333333,13.333333333333334,0.8233333333333333,0.04333333333333333,0.13333333333333333,0.05,0.1,0.05,False
302,302,196.5,700,50,1.0999999999999999,0.049999999999999996,374.5,34.0,2275.1282166666665,262.4907833333331,2002.1540000000005,1601.3323333333335,83.46473786427036,85.31790918770263,355.9938635313761,47.274220890294295,91.08664285714288,94.01166666666667,344.86285714285714,49.4189005326786,0.19203300254178746,0.34307569236264546,700.0,699.0,700.0,699.0,8.0,1.0295438944563011e-05,1.876715141276463e-05,0.005573680911694083,0.0,0.0,0.0,0.0,1.0999999999999999,0.049999999999999996,325.5,139.5,235.0,0.465,0.1992857142857143,0.3357142857142857,0.68,1.1,0.05,False
303,303,196.5,300,30,0.3,0.19999999999999998,36.333333333333336,1.5,191.44066666666666,98.26156666666668,35.0161,0.5202666666666641,368.4469907407408,383.32570452423397,333.03972851766974,0.2122055555555539,580.3546296296297,520.2473055555556,501.79220370370376,14.380075490894681,0.038271499217773224,0.0855947594584918,268.6666666666667,107.66666666666667,137.5,257.6666666666667,30.0,0.010230554069068918,0.0031806555688470746,0.0,0.005224458204334367,0.6666666666666666,0.3333333333333333,10.666666666666666,0.3,0.19999999999999998,263.6666666666667,13.0,23.333333333333332,0.8788888888888889,0.043333333333333335,0.07777777777777778,0.05,0.3,0.2,False
304,304,146.5,500,60,0.5,0.049999999999999996,135.0,7.666666666666667,823.4412666666667,454.2626666666667,305.8055,136.3855,270.97613133874376,260.06844303572467,355.40227436309465,19.258226157407403,343.39607222222224,314.36971666666665,369.14320000000004,19.328334546828014,0.0903617131796952,0.1776714331846199,488.0,362.6666666666667,416.0,446.1666666666667,60.0,0.00187548552471637,0.0013403257826526667,0.0,0.0,0.0,0.0,6.333333333333333,0.5,0.049999999999999996,365.0,46.666666666666664,88.33333333333333,0.73,0.09333333333333332,0.17666666666666667,0.1277777777777778,0.5,0.05,False
