veh,nRIDES,nREJECTED,DRIVING_TIME,DRIVING_DIST,COMMISSION,REVENUE,COST,NET_INCOME,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,worked_days,experienced,perc_income,learned,util_d,util_nd,prob_d,drive_decision,day
20,11.0,0.0,5816.0,58.160000000000004,6.885619999999999,61.97057999999999,14.540000000000001,47.43057999999999,False,0,50.0,165.0,220.0,0,1794.0,0,0.0,330.0,4022.0,15018.0,0,0,0,0,0,10,True,47.20081485300118,False,4.720081485300118,3.3633369505038475,0.7952300898657301,out,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,41.04149603466955,False,4.104149603466955,5.132956827735639,0.2633154139592103,out,11
2,13.0,0.0,5850.0,58.5,6.96934,62.72406,14.625,48.09906,False,0,60.0,135.0,180.0,0,2069.0,0,0.0,390.0,3781.0,14984.0,0,0,0,0,0,6,True,40.87376771943249,False,4.08737677194325,2.9518691159827917,0.7568538847383505,drive,11
3,14.0,0.0,7311.0,73.11,7.502320000000001,67.52088,18.2775,49.24338,False,0,177.0,180.0,260.0,0,2486.0,0,0.0,420.0,4825.0,13251.0,0,0,0,0,0,8,True,41.28950420062064,False,4.128950420062064,3.748193622406953,0.5940556203510228,drive,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,40.43308365797725,False,4.043308365797725,5.3192529263818,0.21824133978455293,out,11
5,11.0,0.0,5116.0,51.160000000000004,5.38314,48.44826,12.790000000000001,35.65826,False,0,1784.0,135.0,180.0,0,2003.0,0,0.0,330.0,3113.0,14054.0,0,0,0,0,0,5,False,48.61021259375947,False,4.861021259375947,4.965943112511357,0.4737935736347164,drive,11
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,35.848890131930006,False,3.584889013193001,4.540186158315999,0.2778207720898763,out,11
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,43.59246848490799,False,4.359246848490799,4.199788981921007,0.5397802120130087,drive,11
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,37.9340372885935,False,3.7934037288593503,3.8817992885934958,0.4779154884777065,out,11
9,14.0,0.0,6969.0,69.69,7.04704,63.42336,17.4225,46.00086,False,0,106.0,165.0,220.0,0,2960.0,0,0.0,420.0,4009.0,13719.0,0,0,0,0,0,10,True,45.69084421599082,False,4.569084421599082,1.9154030644011322,0.9342375267681432,drive,11
10,18.0,0.0,7472.0,74.72,8.624279999999999,77.61851999999999,18.68,58.93851999999999,False,0,70.0,195.0,280.0,0,2487.0,0,0.0,540.0,4985.0,13042.0,0,0,0,0,0,4,False,43.30984216123889,False,4.330984216123889,3.9935221612389,0.5835738942990575,out,11
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,33.08186855162304,False,3.308186855162304,5.557543130973823,0.09540500568992849,out,11
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,36.4550969780313,False,3.64550969780313,3.167930618038072,0.6171760469843155,drive,11
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.37340301163726,False,4.337340301163726,4.769255936757637,0.3936689883728412,out,11
14,17.0,0.0,8677.0,86.77,9.122119999999999,82.09907999999999,21.6925,60.40657999999999,False,0,1092.0,195.0,280.0,0,3435.0,0,0.0,510.0,5242.0,10845.0,0,0,0,0,0,5,False,45.40839503964084,False,4.540839503964084,2.716668047568993,0.8610659162672463,drive,11
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,43.88982925992693,False,4.388982925992693,2.927294001153708,0.8117908555319685,drive,11
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,11
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,52.30140740001161,False,5.230140740001161,7.543338440006969,0.09003581548927393,out,11
18,18.0,0.0,7814.0,78.14,9.0188,81.1692,19.535,61.63420000000001,False,0,1552.0,195.0,280.0,0,2952.0,0,0.0,540.0,4862.0,11218.0,0,0,0,0,0,7,True,48.3219316940762,False,4.832193169407621,4.64304836736365,0.5471457280755004,out,11
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,False,38.462042179957336,False,3.8462042179957336,5.281818871982935,0.19222536326358558,out,11
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,47.20081485300118,False,4.720081485300118,3.3633369505038475,0.7952300898657301,drive,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,12
2,12.0,0.0,5227.0,52.27,6.63642,59.727779999999996,13.0675,46.66027999999999,False,0,401.0,150.0,196.0,0,1296.0,0,4.0,360.0,3931.0,15261.0,0,0,0,0,0,7,True,41.83818643286041,False,4.183818643286041,2.9518691159827917,0.7741596049878837,out,12
3,10.0,0.0,3865.0,38.65,5.51488,49.633919999999996,9.6625,39.971419999999995,False,0,50.0,105.0,140.0,0,1112.0,0,0.0,300.0,2753.0,17139.0,0,0,0,0,0,9,True,41.0698235005172,False,4.10698235005172,3.748193622406953,0.58874718758658,out,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,40.43308365797725,False,4.043308365797725,5.3192529263818,0.21824133978455293,out,12
5,4.0,0.0,2301.0,23.01,2.46834,22.21506,5.7525,16.46256,False,0,1784.0,60.0,80.0,0,745.0,0,0.0,120.0,1556.0,17254.0,0,0,0,0,0,6,True,43.25227049479956,False,4.325227049479956,4.965943112511357,0.34508469030891814,out,12
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,35.848890131930006,False,3.584889013193001,4.540186158315999,0.2778207720898763,drive,12
7,10.0,0.0,3881.0,38.81,4.6601799999999995,41.94162,9.7025,32.23912,False,0,696.0,120.0,156.0,0,1332.0,0,4.0,300.0,2549.0,16442.0,0,0,0,0,0,8,True,41.70024373742333,False,4.170024373742333,4.199788981921007,0.4925593972694969,out,12
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,37.9340372885935,False,3.7934037288593503,3.8817992885934958,0.4779154884777065,out,12
9,12.0,0.0,5579.0,55.79,6.21012,55.891079999999995,13.9475,41.94358,False,0,729.0,180.0,232.0,0,1730.0,0,8.0,360.0,3849.0,14511.0,0,0,0,0,0,11,True,45.06630017999235,False,4.506630017999235,1.9154030644011322,0.9302948226229247,drive,12
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,43.30984216123889,False,4.330984216123889,3.9935221612389,0.5835738942990575,drive,12
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,33.08186855162304,False,3.308186855162304,5.557543130973823,0.09540500568992849,out,12
12,13.0,0.0,5545.0,55.45,6.419700000000001,57.777300000000004,13.8625,43.9148,False,0,2085.0,165.0,220.0,0,2219.0,0,0.0,390.0,3326.0,13194.0,0,0,0,0,0,8,True,37.698380815026084,False,3.7698380815026087,3.167930618038072,0.6460925824610412,drive,12
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.37340301163726,False,4.337340301163726,4.769255936757637,0.3936689883728412,out,12
14,7.0,0.0,3389.0,33.89,3.8870999999999998,34.9839,8.4725,26.5114,False,0,571.0,86.0,120.0,0,1085.0,0,0.0,210.0,2304.0,17223.0,0,0,0,0,0,6,True,42.25889586636736,False,4.225889586636736,2.716668047568993,0.8189458103235341,drive,12
15,10.0,0.0,4011.0,40.11,4.8622,43.75979999999999,10.0275,33.732299999999995,False,0,387.0,105.0,134.0,0,1251.0,0,6.0,300.0,2760.0,16656.0,0,0,0,0,0,8,True,42.19690771660578,False,4.219690771660578,2.927294001153708,0.7845525911647293,drive,12
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,12
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,12
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,48.3219316940762,False,4.832193169407621,4.64304836736365,0.5471457280755004,drive,12
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,False,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,12
20,8.0,0.0,3057.0,30.57,3.79148,34.12332,7.6425,26.48082,False,0,5720.0,105.0,125.0,0,809.0,0,15.0,240.0,2248.0,12337.0,0,0,0,0,0,11,True,43.74748237750099,False,4.374748237750099,3.3633369505038475,0.7332962495814564,drive,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,41.83818643286041,False,4.183818643286041,2.9518691159827917,0.7741596049878837,drive,13
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,True,41.0698235005172,False,4.10698235005172,3.748193622406953,0.58874718758658,drive,13
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,40.43308365797725,False,4.043308365797725,5.3192529263818,0.21824133978455293,drive,13
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.25227049479956,False,4.325227049479956,4.965943112511357,0.34508469030891814,out,13
6,8.0,0.0,3809.0,38.09,4.34448,39.10032,9.5225,29.577820000000003,False,0,756.0,105.0,130.0,0,1003.0,0,10.0,240.0,2806.0,16549.0,0,0,0,0,0,6,True,34.80371177660834,False,3.480371177660834,4.540186158315999,0.257344813722099,drive,13
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,True,41.70024373742333,False,4.170024373742333,4.199788981921007,0.4925593972694969,out,13
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,37.9340372885935,False,3.7934037288593503,3.8817992885934958,0.4779154884777065,drive,13
9,12.0,0.0,4355.0,43.550000000000004,5.4243,48.8187,10.887500000000001,37.9312,False,0,17.0,165.0,205.0,0,1162.0,0,15.0,360.0,3193.0,16482.0,0,0,0,0,0,12,True,43.8771168166603,False,4.38771168166603,1.9154030644011322,0.9221776068185656,drive,13
10,11.0,0.0,4647.0,46.47,4.967199999999999,44.70479999999999,11.6175,33.08729999999999,False,0,106.0,150.0,200.0,0,1565.0,0,0.0,330.0,3082.0,16166.0,0,0,0,0,0,5,False,41.60608513436574,False,4.160608513436574,3.9935221612389,0.5416746775194973,drive,13
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,13
12,6.0,0.0,2542.0,25.42,2.5617199999999998,23.05548,6.355,16.70048,False,0,2226.0,75.0,100.0,0,857.0,0,0.0,180.0,1685.0,16476.0,0,0,0,0,0,9,True,34.19873067918841,False,3.419873067918841,3.167930618038072,0.5626545461193679,drive,13
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,out,13
14,13.0,0.0,4911.0,49.11,5.7428,51.6852,12.2775,39.407700000000006,False,0,910.0,180.0,240.0,0,1730.0,0,0.0,390.0,3181.0,14968.0,0,0,0,0,0,7,True,41.783696555306136,False,4.178369655530614,2.716668047568993,0.8117927933337454,drive,13
15,8.0,0.0,2939.0,29.39,3.7374399999999994,33.636959999999995,7.3475,26.289459999999995,False,0,889.0,105.0,140.0,0,762.0,0,0.0,240.0,2177.0,17286.0,0,0,0,0,0,9,True,39.545666430504816,False,3.954566643050482,2.927294001153708,0.7363867990267491,drive,13
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,13
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,13
18,5.0,0.0,3009.0,30.09,3.12746,28.14714,7.5225,20.62464,False,0,0.0,75.0,100.0,0,955.0,0,0.0,150.0,2054.0,18265.0,0,0,0,0,0,8,True,43.70571641173017,False,4.370571641173018,4.64304836736365,0.4322991636967287,drive,13
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,False,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,drive,13
20,11.0,0.0,5162.0,51.620000000000005,5.92732,53.345879999999994,12.905000000000001,40.44087999999999,False,0,4446.0,150.0,196.0,0,1387.0,0,4.0,330.0,3775.0,11311.0,0,0,0,0,0,12,True,43.19638198125082,False,4.319638198125083,3.3633369505038475,0.722380642460609,drive,13
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,14
2,6.0,0.0,2658.0,26.580000000000002,3.1691799999999994,28.522619999999996,6.6450000000000005,21.877619999999997,False,0,60.0,90.0,120.0,0,424.0,0,0.0,180.0,2234.0,18491.0,0,0,0,0,0,8,True,38.51142536071701,False,3.8511425360717015,2.9518691159827917,0.7108001673476686,drive,14
3,7.0,0.0,3200.0,32.0,3.6908199999999995,33.21738,8.0,25.21738,False,0,1810.0,105.0,140.0,0,652.0,0,0.0,210.0,2548.0,16134.0,0,0,0,0,0,10,True,38.42774958376434,False,3.842774958376434,3.748193622406953,0.5236277228807692,out,14
4,8.0,0.0,3459.0,34.59,4.50114,40.51026,8.6475,31.86276,False,0,50.0,105.0,140.0,0,766.0,0,0.0,240.0,2693.0,17605.0,0,0,0,0,0,4,False,38.7190189263818,False,3.87190189263818,5.3192529263818,0.19040957930600988,out,14
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.25227049479956,False,4.325227049479956,4.965943112511357,0.34508469030891814,out,14
6,8.0,0.0,3844.0,38.44,4.59396,41.34564,9.61,31.735640000000004,False,0,1552.0,120.0,160.0,0,780.0,0,0.0,240.0,3064.0,15683.0,0,0,0,0,0,7,True,34.29236648050695,False,3.4292366480506953,4.540186158315999,0.24769391287763864,drive,14
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,True,41.70024373742333,False,4.170024373742333,4.199788981921007,0.4925593972694969,out,14
8,7.0,0.0,2915.0,29.150000000000002,3.1273199999999997,28.14588,7.2875000000000005,20.858379999999997,False,0,756.0,90.0,120.0,0,1021.0,0,0.0,210.0,1894.0,17508.0,0,0,0,0,0,5,False,35.08809440716125,False,3.508809440716125,3.8817992885934958,0.40781876694959485,out,14
9,8.0,0.0,3835.0,38.35,5.0155,45.139500000000005,9.5875,35.55200000000001,False,0,1880.0,105.0,140.0,0,710.0,0,0.0,240.0,3125.0,15399.0,0,0,0,0,0,13,True,42.489597347216915,False,4.248959734721692,1.9154030644011322,0.9116183187886127,drive,14
10,9.0,0.0,3197.0,31.970000000000002,4.513599999999999,40.6224,7.992500000000001,32.6299,False,0,177.0,120.0,153.0,0,666.0,0,7.0,270.0,2531.0,17675.0,0,0,0,0,0,6,True,40.11005427863812,False,4.011005427863812,3.9935221612389,0.5043707053259662,drive,14
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,14
12,3.0,0.0,1326.0,13.26,1.9684,17.7156,3.315,14.400599999999999,False,0,11170.0,45.0,60.0,0,220.0,0,0.0,90.0,1106.0,8908.0,0,0,0,0,0,10,True,30.899042232657006,False,3.089904223265701,3.167930618038072,0.48050329182549506,drive,14
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,drive,14
14,7.0,0.0,2902.0,29.02,3.8987200000000004,35.088480000000004,7.255,27.833480000000005,False,0,2085.0,90.0,118.0,0,699.0,0,2.0,210.0,2203.0,16192.0,0,0,0,0,0,8,True,39.45866046275512,False,3.945866046275512,2.716668047568993,0.7736781744609069,drive,14
15,7.0,0.0,3110.0,31.1,3.39738,30.57642,7.775,22.80142,False,0,5720.0,105.0,140.0,0,900.0,0,0.0,210.0,2210.0,12314.0,0,0,0,0,0,10,True,36.75495869208734,False,3.6754958692087345,2.927294001153708,0.6787867690572952,drive,14
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,14
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,14
18,6.0,0.0,2606.0,26.060000000000002,4.183059999999999,37.64753999999999,6.515000000000001,31.13253999999999,False,0,2276.0,75.0,100.0,0,172.0,0,0.0,180.0,2434.0,16362.0,0,0,0,0,0,9,True,41.61018700977514,False,4.161018700977514,4.64304836736365,0.38177296374846376,out,14
19,7.0,0.0,2669.0,26.69,3.7088799999999993,33.37991999999999,6.6725,26.707419999999992,False,0,4416.0,90.0,92.0,0,314.0,0,28.0,210.0,2355.0,14094.0,0,0,0,0,0,2,False,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,14
20,4.0,0.0,2226.0,22.26,2.77634,24.98706,5.565,19.42206,False,0,70.0,60.0,80.0,0,528.0,0,0.0,120.0,1698.0,19043.0,0,0,0,0,0,13,True,39.233994984375684,False,3.9233994984375684,3.3633369505038475,0.6364670125429972,out,14
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,15
2,14.0,0.0,7296.0,72.96000000000001,9.209339999999997,82.88405999999998,18.240000000000002,64.64405999999997,False,0,756.0,165.0,220.0,0,2002.0,0,0.0,420.0,5294.0,12742.0,0,0,0,0,0,9,True,42.86686446726418,False,4.286686446726418,2.9518691159827917,0.791636361364007,out,15
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,38.42774958376434,False,3.842774958376434,3.748193622406953,0.5236277228807692,out,15
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,38.7190189263818,False,3.87190189263818,5.3192529263818,0.19040957930600988,out,15
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,43.25227049479956,False,4.325227049479956,4.965943112511357,0.34508469030891814,out,15
6,15.0,0.0,7428.0,74.28,8.08752,72.78768,18.57,54.217679999999994,False,0,515.0,180.0,240.0,0,2529.0,0,0.0,450.0,4899.0,12786.0,0,0,0,0,0,8,True,37.61325206708912,False,3.7613252067089125,4.540186158315999,0.31456542897470297,out,15
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,True,41.70024373742333,False,4.170024373742333,4.199788981921007,0.4925593972694969,out,15
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,35.08809440716125,False,3.508809440716125,3.8817992885934958,0.40781876694959485,out,15
9,13.0,0.0,6092.0,60.92,7.00406,63.03654,15.23,47.80654,False,0,177.0,150.0,200.0,0,2327.0,0,0.0,390.0,3765.0,14590.0,0,0,0,0,0,14,True,43.3757544560141,False,4.33757544560141,1.9154030644011322,0.9185025074593242,drive,15
10,17.0,0.0,7502.0,75.02,8.258740000000001,74.32866,18.755,55.573660000000004,False,0,70.0,195.0,260.0,0,2850.0,0,0.0,510.0,4652.0,13062.0,0,0,0,0,0,7,True,42.6873218988651,False,4.26873218988651,3.9935221612389,0.5683715095666594,drive,15
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,15
12,14.0,0.0,6648.0,66.48,7.19866,64.78793999999999,16.62,48.16793999999999,False,0,648.0,165.0,219.0,0,2337.0,0,1.0,420.0,4311.0,13498.0,0,0,0,0,0,11,True,33.777191860547504,False,3.3777191860547506,3.167930618038072,0.5522556295032243,out,15
13,5.0,0.0,3479.0,34.79,3.5634200000000003,32.07078,8.6975,23.37328,False,0,1744.0,75.0,100.0,0,1125.0,0,0.0,150.0,2354.0,16051.0,0,0,0,0,0,7,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,out,15
14,12.0,0.0,6712.0,67.12,6.036519999999999,54.32867999999999,16.78,37.54867999999999,False,0,696.0,180.0,240.0,0,2705.0,0,0.0,360.0,4007.0,13411.0,0,0,0,0,0,9,True,39.14033038562927,False,3.914033038562927,2.716668047568993,0.7680556984089032,drive,15
15,12.0,0.0,6205.0,62.050000000000004,7.257879999999999,65.32091999999999,15.512500000000001,49.808419999999984,False,0,571.0,165.0,220.0,0,1857.0,0,0.0,360.0,4348.0,14078.0,0,0,0,0,0,11,True,38.930535576739445,False,3.8930535576739445,2.927294001153708,0.7242734811119135,drive,15
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,15
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,15
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,True,41.61018700977514,False,4.161018700977514,4.64304836736365,0.38177296374846376,out,15
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,drive,15
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,14,True,39.233994984375684,False,3.9233994984375684,3.3633369505038475,0.6364670125429972,out,15
