veh,nRIDES,nREJECTED,DRIVING_TIME,DRIVING_DIST,COMMISSION,REVENUE,COST,NET_INCOME,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,worked_days,experienced,perc_income,learned,util_d,util_nd,prob_d,drive_decision,day
15,9.0,0.0,3415.0,34.15,4.24592,38.21328,8.5375,29.675779999999996,False,0,177.0,90.0,120.0,0,1014.0,0,0.0,270.0,2401.0,17527.0,0,0,0,0,0,18,True,34.75653928902596,False,3.475653928902596,2.927294001153708,0.6337549980709888,drive,25
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,25
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,25
18,15.0,0.0,5355.0,53.550000000000004,7.3527999999999984,66.17519999999998,13.387500000000001,52.78769999999997,False,0,0.0,180.0,225.0,0,1310.0,0,15.0,450.0,4045.0,15374.0,0,0,0,0,0,10,True,41.61018700977514,True,4.161018700977514,4.64304836736365,0.38177296374846376,drive,25
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,drive,25
20,8.0,0.0,3302.0,33.02,4.1902,37.7118,8.255,29.456799999999994,False,0,4516.0,105.0,140.0,0,1029.0,0,0.0,240.0,2273.0,13296.0,0,0,0,0,0,19,True,40.14342901729403,False,4.014342901729403,3.3633369505038475,0.657237115665398,drive,25
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,drive,26
2,13.0,0.0,5128.0,51.28,6.29482,56.65337999999999,12.82,43.83337999999999,False,0,60.0,180.0,240.0,0,1533.0,0,0.0,390.0,3595.0,15601.0,0,0,0,0,0,17,True,39.64058865026595,False,3.964058865026595,2.9518691159827917,0.7334484679291521,drive,26
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,16,True,40.44511797958637,False,4.044511797958637,3.748193622406953,0.5735422184824881,out,26
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,38.7190189263818,True,3.87190189263818,5.3192529263818,0.19040957930600988,out,26
5,9.0,0.0,3650.0,36.5,3.9983999999999997,35.9856,9.125,26.860599999999998,False,0,1908.0,105.0,140.0,0,1236.0,0,0.0,270.0,2414.0,15526.0,0,0,0,0,0,10,True,37.4952998913964,False,3.7495299891396403,4.965943112511357,0.22856829014234584,out,26
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,39.23992893547856,True,3.9239928935478563,4.540186158315999,0.35064772825019347,out,26
7,10.0,0.0,4159.0,41.59,5.47344,49.26096,10.3975,38.863459999999996,False,0,2270.0,135.0,180.0,0,1016.0,0,0.0,300.0,3143.0,14555.0,0,0,0,0,0,12,True,39.65001392211998,True,3.9650013922119984,4.199788981921007,0.441571264333213,drive,26
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,42.37011627859811,False,4.237011627859811,3.8817992885934958,0.5878809843484393,drive,26
9,13.0,0.0,5944.0,59.44,7.35294,66.17645999999999,14.86,51.31645999999999,False,0,401.0,165.0,220.0,0,1618.0,0,0.0,390.0,4326.0,14479.0,0,0,0,0,0,25,True,44.011894852939,False,4.401189485293901,1.9154030644011322,0.9231393687841103,drive,26
10,10.0,0.0,4145.0,41.45,5.01004,45.09036,10.3625,34.72785999999999,False,0,50.0,135.0,180.0,0,1198.0,0,0.0,300.0,2947.0,16789.0,0,0,0,0,0,17,True,41.517395231834485,False,4.151739523183449,3.9935221612389,0.5394720337438633,out,26
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,26
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,17,True,29.62119140743454,False,2.962119140743454,3.167930618038072,0.4487279862550807,drive,26
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,out,26
14,9.0,0.0,4189.0,41.89,4.1734,37.560599999999994,10.4725,27.088099999999994,False,0,2148.0,135.0,180.0,0,1385.0,0,0.0,270.0,2804.0,14677.0,0,0,0,0,0,16,True,35.23991337940561,False,3.523991337940561,2.716668047568993,0.6915388205882074,drive,26
15,2.0,0.0,1089.0,10.89,1.24124,11.171159999999999,2.7225,8.448659999999999,False,0,177.0,30.0,40.0,0,292.0,0,0.0,60.0,797.0,20203.0,0,0,0,0,0,19,True,30.371892740854967,False,3.037189274085497,2.927294001153708,0.5274462015428636,drive,26
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,drive,26
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,26
18,9.0,0.0,3763.0,37.63,3.9342799999999993,35.40851999999999,9.4075,26.00101999999999,False,0,3676.0,120.0,160.0,0,1163.0,0,0.0,270.0,2600.0,13610.0,0,0,0,0,0,11,True,41.61018700977514,True,4.161018700977514,4.64304836736365,0.38177296374846376,out,26
19,9.0,0.0,4535.0,45.35,5.169219999999999,46.52298,11.3375,35.18548,False,0,3762.0,135.0,180.0,0,1467.0,0,0.0,270.0,3068.0,12717.0,0,0,0,0,0,6,True,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,26
20,8.0,0.0,3269.0,32.69,4.328519999999999,38.95667999999999,8.1725,30.784179999999992,False,0,1417.0,90.0,120.0,0,989.0,0,0.0,240.0,2280.0,16463.0,0,0,0,0,0,20,True,38.58355418107836,False,3.8583554181078363,3.3633369505038475,0.6212879404292249,drive,26
1,2.0,0.0,1348.0,13.48,1.41442,12.72978,3.37,9.35978,False,0,50.0,30.0,40.0,0,349.0,0,0.0,60.0,999.0,20071.0,0,0,0,0,0,5,False,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,drive,27
2,6.0,0.0,2273.0,22.73,2.8981399999999997,26.083259999999996,5.6825,20.400759999999995,False,0,60.0,60.0,80.0,0,820.0,0,0.0,180.0,1453.0,18946.0,0,0,0,0,0,18,True,36.43395054188829,False,3.643395054188829,2.9518691159827917,0.6663062932915251,out,27
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,16,True,40.44511797958637,False,4.044511797958637,3.748193622406953,0.5735422184824881,drive,27
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,38.7190189263818,True,3.87190189263818,5.3192529263818,0.19040957930600988,drive,27
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,37.4952998913964,False,3.7495299891396403,4.965943112511357,0.22856829014234584,out,27
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,39.23992893547856,True,3.9239928935478563,4.540186158315999,0.35064772825019347,out,27
7,10.0,0.0,5369.0,53.69,5.738599999999999,51.64739999999999,13.4225,38.22489999999999,False,0,571.0,135.0,180.0,0,1651.0,0,0.0,300.0,3718.0,15044.0,0,0,0,0,0,13,True,39.65001392211998,True,3.9650013922119984,4.199788981921007,0.441571264333213,out,27
8,14.0,0.0,5697.0,56.97,6.93868,62.448119999999996,14.2425,48.205619999999996,False,0,1552.0,165.0,220.0,0,1968.0,0,0.0,420.0,3729.0,13545.0,0,0,0,0,0,11,True,43.34270023216509,False,4.33427002321651,3.8817992885934958,0.6112265124061032,out,27
9,15.0,0.0,5372.0,53.72,7.2443,65.1987,13.43,51.7687,False,0,17.0,195.0,235.0,0,1294.0,0,25.0,450.0,4078.0,15305.0,0,0,0,0,0,26,True,45.3046957107825,False,4.53046957107825,1.9154030644011322,0.9318249623025987,drive,27
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,18,True,41.517395231834485,False,4.151739523183449,3.9935221612389,0.5394720337438633,drive,27
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,27
12,8.0,0.0,3153.0,31.53,3.97124,35.741159999999994,7.8825,27.858659999999993,False,0,2226.0,105.0,140.0,0,920.0,0,0.0,240.0,2233.0,15735.0,0,0,0,0,0,17,True,29.327436172862114,False,2.932743617286212,3.167930618038072,0.44147277742841606,drive,27
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,out,27
14,10.0,0.0,4126.0,41.26,5.763659999999999,51.87293999999999,10.315,41.557939999999995,False,0,0.0,135.0,180.0,0,994.0,0,0.0,300.0,3132.0,16858.0,0,0,0,0,0,17,True,36.29291781617134,False,3.629291781617134,2.716668047568993,0.7135367597042421,out,27
15,11.0,0.0,5289.0,52.89,6.53632,58.826879999999996,13.2225,45.60437999999999,False,0,401.0,150.0,183.0,0,1433.0,0,17.0,330.0,3856.0,15229.0,0,0,0,0,0,20,True,32.910640617379144,False,3.2910640617379148,2.927294001153708,0.5899527520799009,out,27
16,9.0,0.0,4810.0,48.1,5.768979999999999,51.92081999999999,12.025,39.89581999999999,False,0,3906.0,135.0,180.0,0,1340.0,0,0.0,270.0,3470.0,12298.0,0,0,0,0,0,2,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,27
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,drive,27
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,True,41.61018700977514,True,4.161018700977514,4.64304836736365,0.38177296374846376,out,27
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,27
20,11.0,0.0,4822.0,48.22,5.10328,45.92952,12.055,33.87452,False,0,3465.0,150.0,200.0,0,1281.0,0,0.0,330.0,3541.0,12632.0,0,0,0,0,0,21,True,37.79871515089864,False,3.779871515089864,3.3633369505038475,0.6026537049504216,drive,27
1,6.0,0.0,2462.0,24.62,3.10282,27.92538,6.155,21.77038,False,0,5056.0,75.0,100.0,0,825.0,0,0.0,180.0,1637.0,13726.0,0,0,0,0,0,6,True,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,drive,28
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,True,36.43395054188829,False,3.643395054188829,2.9518691159827917,0.6663062932915251,out,28
3,15.0,0.0,6421.0,64.21000000000001,7.254379999999999,65.28941999999999,16.052500000000002,49.23691999999999,False,0,756.0,210.0,261.0,0,2080.0,0,19.0,450.0,4341.0,13482.0,0,0,0,0,0,16,True,41.91041831632198,False,4.191041831632198,3.748193622406953,0.608937492331717,drive,28
4,7.0,0.0,2738.0,27.38,3.19872,28.78848,6.845,21.94348,False,0,1860.0,75.0,100.0,0,1076.0,0,0.0,210.0,1662.0,16616.0,0,0,0,0,0,5,False,38.7190189263818,True,3.87190189263818,5.3192529263818,0.19040957930600988,out,28
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,37.4952998913964,False,3.7495299891396403,4.965943112511357,0.22856829014234584,out,28
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,39.23992893547856,True,3.9239928935478563,4.540186158315999,0.35064772825019347,out,28
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,14,True,39.65001392211998,True,3.9650013922119984,4.199788981921007,0.441571264333213,drive,28
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,True,43.34270023216509,False,4.33427002321651,3.8817992885934958,0.6112265124061032,drive,28
9,12.0,0.0,5012.0,50.120000000000005,6.040299999999999,54.3627,12.530000000000001,41.832699999999996,False,0,60.0,150.0,200.0,0,1544.0,0,0.0,360.0,3468.0,15817.0,0,0,0,0,0,27,True,44.72602975898541,False,4.472602975898542,1.9154030644011322,0.9280557245356275,drive,28
10,12.0,0.0,5017.0,50.17,5.79768,52.17912,12.5425,39.63661999999999,False,0,2226.0,150.0,200.0,0,1823.0,0,0.0,360.0,3194.0,13646.0,0,0,0,0,0,18,True,41.203932693195405,False,4.120393269319541,3.9935221612389,0.5316753005436231,drive,28
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,28
12,14.0,0.0,6028.0,60.28,7.47194,67.24745999999999,15.07,52.17745999999999,False,0,387.0,180.0,240.0,0,1741.0,0,0.0,420.0,4287.0,14344.0,0,0,0,0,0,18,True,33.135773477385094,False,3.3135773477385095,3.167930618038072,0.5363474520132578,out,28
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,drive,28
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,18,True,36.29291781617134,False,3.629291781617134,2.716668047568993,0.7135367597042421,drive,28
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,True,32.910640617379144,False,3.2910640617379148,2.927294001153708,0.5899527520799009,out,28
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,28
17,8.0,0.0,3551.0,35.51,4.3232,38.9088,8.8775,30.0313,False,0,0.0,105.0,140.0,0,974.0,0,0.0,240.0,2577.0,17563.0,0,0,0,0,0,5,False,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,out,28
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,True,41.61018700977514,True,4.161018700977514,4.64304836736365,0.38177296374846376,out,28
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,28
20,9.0,0.0,5052.0,50.52,4.99926,44.993339999999996,12.63,32.363339999999994,False,0,2650.0,120.0,160.0,0,2033.0,0,0.0,270.0,3019.0,13347.0,0,0,0,0,0,22,True,36.89281929241553,False,3.6892819292415533,3.3633369505038475,0.5807724018386247,out,28
1,10.0,0.0,4981.0,49.81,5.22956,47.06604,12.4525,34.61354,False,0,401.0,150.0,200.0,0,1726.0,0,0.0,300.0,3255.0,15567.0,0,0,0,0,0,7,True,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,29
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,True,36.43395054188829,False,3.643395054188829,2.9518691159827917,0.6663062932915251,drive,29
3,8.0,0.0,3260.0,32.6,4.30178,38.71601999999999,8.15,30.566019999999995,False,0,756.0,90.0,120.0,0,1030.0,0,0.0,240.0,2230.0,17133.0,0,0,0,0,0,17,True,40.01968526360165,False,4.001968526360165,3.748193622406953,0.5631054142791089,drive,29
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,38.7190189263818,True,3.87190189263818,5.3192529263818,0.19040957930600988,drive,29
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,37.4952998913964,False,3.7495299891396403,4.965943112511357,0.22856829014234584,out,29
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,39.23992893547856,True,3.9239928935478563,4.540186158315999,0.35064772825019347,out,29
7,14.0,0.0,6063.0,60.63,7.99554,71.95986,15.1575,56.80236000000001,False,0,309.0,165.0,204.0,0,1654.0,0,16.0,420.0,4409.0,14422.0,0,0,0,0,0,14,True,39.65001392211998,True,3.9650013922119984,4.199788981921007,0.441571264333213,drive,29
8,15.0,0.0,5489.0,54.89,6.895560000000001,62.06004000000001,13.7225,48.337540000000004,False,0,387.0,150.0,200.0,0,1768.0,0,0.0,450.0,3721.0,14923.0,0,0,0,0,0,12,True,44.175173526804244,False,4.417517352680425,3.8817992885934958,0.6308157693131701,drive,29
9,11.0,0.0,5774.0,57.74,5.57858,50.20722,14.435,35.77222,False,0,60.0,150.0,200.0,0,2287.0,0,0.0,330.0,3487.0,15085.0,0,0,0,0,0,28,True,43.23372813248784,False,4.323372813248784,1.9154030644011322,0.9174330212909074,drive,29
10,14.0,0.0,5683.0,56.83,6.86784,61.810559999999995,14.2075,47.60306,False,0,106.0,150.0,200.0,0,2233.0,0,0.0,420.0,3450.0,15040.0,0,0,0,0,0,19,True,42.270453910996174,False,4.227045391099618,3.9935221612389,0.5581169391320704,out,29
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,29
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,True,33.135773477385094,False,3.3135773477385095,3.167930618038072,0.5363474520132578,drive,29
13,13.0,0.0,6218.0,62.18,6.908440000000001,62.17596,15.545,46.63096,False,0,177.0,180.0,240.0,0,2248.0,0,0.0,390.0,3970.0,14394.0,0,0,0,0,0,10,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,drive,29
14,7.0,0.0,2924.0,29.240000000000002,3.7882600000000006,34.09434,7.3100000000000005,26.78434,False,0,0.0,90.0,120.0,0,711.0,0,0.0,210.0,2213.0,18255.0,0,0,0,0,0,18,True,34.70815484680945,False,3.470815484680945,2.716668047568993,0.6800817325912113,drive,29
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,True,32.910640617379144,False,3.2910640617379148,2.927294001153708,0.5899527520799009,drive,29
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,False,21.952179450450743,True,2.195217945045074,4.390435890090148,0.1001807419185836,out,29
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,True,52.30140740001161,True,5.230140740001161,7.543338440006969,0.09003581548927393,drive,29
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,True,41.61018700977514,True,4.161018700977514,4.64304836736365,0.38177296374846376,drive,29
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,True,38.462042179957336,True,3.8462042179957336,5.281818871982935,0.19222536326358558,out,29
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,True,36.89281929241553,False,3.6892819292415533,3.3633369505038475,0.5807724018386247,drive,29
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,True,41.04149603466955,True,4.104149603466955,5.132956827735639,0.2633154139592103,out,30
2,1.0,0.0,531.0,5.3100000000000005,0.8330000000000001,7.497,1.3275000000000001,6.169499999999999,False,0,309.0,15.0,20.0,0,36.0,0,0.0,30.0,495.0,20694.0,0,0,0,0,0,19,True,31.389875451573573,False,3.1389875451573577,2.9518691159827917,0.5466435911172527,drive,30
3,9.0,0.0,3304.0,33.04,3.7980599999999995,34.182539999999996,8.26,25.922539999999998,False,0,2209.0,120.0,160.0,0,1009.0,0,0.0,270.0,2295.0,15536.0,0,0,0,0,0,18,True,37.67016105300137,False,3.7670161053001374,3.748193622406953,0.5047054818003099,out,30
4,2.0,0.0,956.0,9.56,1.03166,9.284939999999999,2.39,6.894939999999998,False,0,1417.0,30.0,40.0,0,297.0,0,0.0,60.0,659.0,19096.0,0,0,0,0,0,6,True,38.7190189263818,True,3.87190189263818,5.3192529263818,0.19040957930600988,drive,30
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,37.4952998913964,False,3.7495299891396403,4.965943112511357,0.22856829014234584,drive,30
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,True,39.23992893547856,True,3.9239928935478563,4.540186158315999,0.35064772825019347,drive,30
7,11.0,0.0,4405.0,44.050000000000004,5.636959999999999,50.732639999999996,11.012500000000001,39.720139999999994,False,0,696.0,120.0,160.0,0,1222.0,0,0.0,330.0,3183.0,15888.0,0,0,0,0,0,15,True,39.65001392211998,True,3.9650013922119984,4.199788981921007,0.441571264333213,drive,30
8,6.0,0.0,3222.0,32.22,3.3643399999999994,30.279059999999994,8.055,22.224059999999994,False,0,515.0,90.0,120.0,0,917.0,0,0.0,180.0,2305.0,17472.0,0,0,0,0,0,13,True,40.516654605670205,False,4.051665460567021,3.8817992885934958,0.5423647241466136,drive,30
9,9.0,0.0,3827.0,38.27,5.15242,46.37178,9.5675,36.80428,False,0,17.0,135.0,165.0,0,933.0,0,15.0,270.0,2894.0,17170.0,0,0,0,0,0,29,True,42.16215344373987,False,4.216215344373987,1.9154030644011322,0.9089442893217148,drive,30
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,True,42.270453910996174,False,4.227045391099618,3.9935221612389,0.5581169391320704,drive,30
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,False,33.08186855162304,True,3.308186855162304,5.557543130973823,0.09540500568992849,out,30
12,3.0,0.0,866.0,8.66,1.1408599999999998,10.267739999999998,2.165,8.102739999999997,False,0,12034.0,30.0,40.0,0,274.0,0,0.0,90.0,592.0,8539.0,0,0,0,0,0,19,True,28.963601231154247,False,2.896360123115425,3.167930618038072,0.4325215815210919,out,30
13,8.0,0.0,2799.0,27.990000000000002,3.6624,32.9616,6.9975000000000005,25.964099999999995,False,0,1051.0,105.0,140.0,0,759.0,0,0.0,240.0,2040.0,17264.0,0,0,0,0,0,11,True,43.37340301163726,True,4.337340301163726,4.769255936757637,0.3936689883728412,drive,30
14,8.0,0.0,3533.0,35.33,4.444019999999999,39.996179999999995,8.8325,31.163679999999996,False,0,2085.0,120.0,160.0,0,1060.0,0,0.0,240.0,2473.0,15461.0,0,0,0,0,0,19,True,34.117409039007875,False,3.4117409039007875,2.716668047568993,0.6670944571861314,drive,30
15,12.0,0.0,4458.0,44.58,6.13886,55.249739999999996,11.145,44.10473999999999,False,0,177.0,135.0,145.0,0,874.0,0,35.0,360.0,3584.0,16289.0,0,0,0,0,0,21,True,34.77632384781595,False,3.4776323847815953,2.927294001153708,0.6342140950348216,drive,30
